Full_name,Name,size,extension
F:\Downloads\Harry Potter Book Series 1-7-{ronin99}\07 Harry Potter & The Deathly Hallows\07 Harry Potter & The Deathly Hallows.pdf,07 Harry Potter & The Deathly Hallows.pdf,7528668
F:\Downloads\Harry Potter Book Series 1-7-{ronin99}\Full Book Covers 1.png,Full Book Covers 1.png,563854
F:\Downloads\Harry Potter Book Series 1-7-{ronin99}\Full Book Covers 2.png,Full Book Covers 2.png,824749
F:\Downloads\Harry Potter Book Series 1-7-{ronin99}\Important ! Readme.txt,Important ! Readme.txt,1733
F:\Downloads\Harry Potter Book Series 1-7-{ronin99}\Torrent Downloaded From ExtraTorrent.cc.txt,Torrent Downloaded From ExtraTorrent.cc.txt,352
F:\Downloads\Juegos\Elden.Ring.Deluxe.Edition.elamigos-games.com\Elden Ring Deluxe Edition\Elden Ring Deluxe Edition.iso,Elden Ring Deluxe Edition.iso,49123000320
F:\Downloads\Juegos\MH-HW v15.11.01\MonH-HW.iso,MonH-HW.iso,54926802944
F:\Downloads\Juegos\Marv1elsSp1iderManR1em.elamigos-games.com\Marvels SpiderMan Remastered\Marvels SpiderMan Remastered.iso,Marvels SpiderMan Remastered.iso,55946182656
F:\Downloads\Juegos\RIDE.4.Complete.the.Set.Edition.v20220419-P2P\RIDE 4.iso,RIDE 4.iso,22993666048
F:\Downloads\Juegos\RIDE.4.Complete.the.Set.Edition.v20220419-P2P\SKIDROWRELOADED.COM.txt,SKIDROWRELOADED.COM.txt,35
F:\Downloads\Juegos\Resident.Evil.Village-EMPRESS\EMPRESS.nfo,EMPRESS.nfo,14758
F:\Downloads\Juegos\Resident.Evil.Village-EMPRESS\New Empress Theme.flac,New Empress Theme.flac,6267985
F:\Downloads\Juegos\Resident.Evil.Village-EMPRESS\Old Empress Theme.flac,Old Empress Theme.flac,4046100
F:\Downloads\Juegos\Resident.Evil.Village-EMPRESS\emp-re8.iso,emp-re8.iso,29403852800
F:\Downloads\KeePass-2.51.1-Setup.exe,KeePass-2.51.1-Setup.exe,4389816
F:\Downloads\Lindo Setup 2.6.0.exe,Lindo Setup 2.6.0.exe,131753270
F:\Downloads\Peliculas\Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ\Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ.jpg,Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ.jpg,8113
F:\Downloads\Peliculas\Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ\Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ.mkv,Doctor Strange en el multiverso de la locura (2022) 4K 2160p H.265 LAT - ZeiZ.mkv,16957551360
F:\Downloads\Peliculas\El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX\El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX.jpg,El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX.jpg,104611
F:\Downloads\Peliculas\El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX\El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX.mkv,El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX.mkv,9292446898
F:\Downloads\Peliculas\El Escuadron Suicida (2021) WEBDL 1080p LAT - CharlX\IMPORTANTE_LÉEME - WARNING_README by CharlX.txt,IMPORTANTE_LÉEME - WARNING_README by CharlX.txt,2728
F:\Downloads\Peliculas\Escritores de la Libertad.mp4,Escritores de la Libertad.mp4,3444031342
F:\Downloads\Peliculas\Eternals (2021) WEBDL 1080p LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Eternals (2021) WEBDL 1080p LAT - ZeiZ\Eternals (2021) WEBDL 1080p LAT - ZeiZ.mkv,Eternals (2021) WEBDL 1080p LAT - ZeiZ.mkv,5355057808
F:\Downloads\Peliculas\Eternals (2021) WEBDL 1080p LAT - ZeiZ\alt-torrent.jpg,alt-torrent.jpg,23097
F:\Downloads\Peliculas\Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ\Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ.jpg,Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ.jpg,233
F:\Downloads\Peliculas\Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ\Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ.mkv,Flash (2023) 1080p WEBDL H.265 LAT - ZeiZ.mkv,7549807600
F:\Downloads\Peliculas\Harry Potter 20 Aniversario - Regreso a Hogwarts (2022) WEBDL 1080p ENG - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Harry Potter 20 Aniversario - Regreso a Hogwarts (2022) WEBDL 1080p ENG - ZeiZ\Harry Potter 20 Aniversario - Regreso a Hogwarts (2022) WEBDL 1080p ENG - ZeiZ.mkv,Harry Potter 20 Aniversario - Regreso a Hogwarts (2022) WEBDL 1080p ENG - ZeiZ.mkv,6658206276
F:\Downloads\Peliculas\Harry Potter 20 Aniversario - Regreso a Hogwarts (2022) WEBDL 1080p ENG - ZeiZ\alt-torrent.jpg,alt-torrent.jpg,23097
F:\Downloads\Peliculas\Injustice (2021) FullHD 1080p LAT - ZeiZ\Injustice (2021) FullHD 1080p LAT - ZeiZ.jpg,Injustice (2021) FullHD 1080p LAT - ZeiZ.jpg,66608
F:\Downloads\Peliculas\Injustice (2021) FullHD 1080p LAT - ZeiZ\Injustice (2021) FullHD 1080p LAT - ZeiZ.mkv,Injustice (2021) FullHD 1080p LAT - ZeiZ.mkv,7296053841
F:\Downloads\Peliculas\Nadie (2021) BR-RIP 1080p LAT - ZeiZ\Nadie (2021) BR-RIP 1080p LAT - ZeiZ.jpg,Nadie (2021) BR-RIP 1080p LAT - ZeiZ.jpg,66092
F:\Downloads\Peliculas\Nadie (2021) BR-RIP 1080p LAT - ZeiZ\Nadie (2021) BR-RIP 1080p LAT - ZeiZ.mp4,Nadie (2021) BR-RIP 1080p LAT - ZeiZ.mp4,8482351229
F:\Downloads\Peliculas\Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ\Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ.jpg,Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ.jpg,84996
F:\Downloads\Peliculas\Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ\Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ.mkv,Resident Evil - Isla de la Muerte (2023) 1080p BR-RIP LAT - ZeiZ.mkv,4558689277
F:\Downloads\Peliculas\Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX]\IMPORTANTE_LÉEME - WARNING_README by CharlX.txt,IMPORTANTE_LÉEME - WARNING_README by CharlX.txt,2728
F:\Downloads\Peliculas\Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX]\Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX].jpg,Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX].jpg,61268
F:\Downloads\Peliculas\Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX]\Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX].mkv,Shang-Chi y la leyenda de los Diez Anillos (2021) WEBDL-DSNY 1080p LAT - CharlX [IMAX].mkv,7998186253
F:\Downloads\Peliculas\South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ\South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ.jpg,South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ.jpg,45103
F:\Downloads\Peliculas\South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ\South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ.mkv,South Park - Entrando al Panderverso (2023) 1080p AMZN WEBDL LAT - ZeiZ.mkv,1704180498
F:\Downloads\Peliculas\South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ\South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ.jpg,South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ.jpg,22815
F:\Downloads\Peliculas\South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ\South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ.mkv,South Park No Apto Para Menores (2023) 1080p AMZN WEBDL LAT - ZeiZ.mkv,1711576749
F:\Downloads\Peliculas\Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ\Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ.jpg,Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ.jpg,159719
F:\Downloads\Peliculas\Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ\Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ.mkv,Spider-Man - A traves del Spider-Verso (2023) 1080p WEBDL LAT - ZeiZ.mkv,5401259487
F:\Downloads\Peliculas\Spider-Man - No Way Home (2021) FullHD 1080p LAT - ZeiZ\Spider-Man - No Way Home (2021) FullHD 1080p LAT - ZeiZ.jpg,Spider-Man - No Way Home (2021) FullHD 1080p LAT - ZeiZ.jpg,78587
F:\Downloads\Peliculas\Spider-Man - No Way Home (2021) FullHD 1080p LAT - ZeiZ\Spider-Man - No Way Home (2021) FullHD 1080p LAT - ZeiZ.mkv,Spider-Man - No Way Home (2021) FullHD 1080p LAT - ZeiZ.mkv,14049326490
F:\Downloads\Peliculas\Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ\Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ.jpg,Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ.jpg,233
F:\Downloads\Peliculas\Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ\Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ.mkv,Super Mario Bros La pelicula (2023) 4K 2160p HDR H.265 LAT - ZeiZ.mkv,17579987778
F:\Downloads\Peliculas\Tetris (2023) WEBDL 1080p LAT - ZeiZ\Descargado desde alt-torrent.com.txt,Descargado desde alt-torrent.com.txt,83
F:\Downloads\Peliculas\Tetris (2023) WEBDL 1080p LAT - ZeiZ\Tetris (2023) WEBDL 1080p LAT - ZeiZ.jpg,Tetris (2023) WEBDL 1080p LAT - ZeiZ.jpg,233
F:\Downloads\Peliculas\Tetris (2023) WEBDL 1080p LAT - ZeiZ\Tetris (2023) WEBDL 1080p LAT - ZeiZ.mkv,Tetris (2023) WEBDL 1080p LAT - ZeiZ.mkv,10825385440
F:\Downloads\Peliculas\Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX\IMPORTANTE_LÉEME - WARNING_README by CharlX.txt,IMPORTANTE_LÉEME - WARNING_README by CharlX.txt,2728
F:\Downloads\Peliculas\Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX\Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX.jpg,Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX.jpg,82600
F:\Downloads\Peliculas\Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX\Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX.mkv,Viuda Negra (2021) WEBDL-DSNY 1080p LAT - CharlX.mkv,8256634710
F:\Downloads\care-1.png,care-1.png,48324
F:\Downloads\desktop.ini,desktop.ini,125
F:\Downloads\wsl_update_x64.msi,wsl_update_x64.msi,17104896
